Advertiser,Brand Root,Brand (Major),Brand (Minor),Brand (Leaf),Category Level 1,Category Level 2,Category Level 3,Category Level 4,Category Level 5,Category Level 6,Category Level 7,Category Level 8,Channel,Creative Id,Width,Height,Creative Type,Last Seen,Duration,Text,Landing Page,Link To Creative,Link to Post,Format,Placement,Ad Buy Type,Publisher,Spend (USD),Impressions,focus_vs_other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,676122445,375,586,Other,2024-08-08,0,Don’t miss your chance to get our acce… See more,,,,Other,Feed,Direct,Facebook,1982.48,273516,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Facebook,711603806,360,530,Video,2024-10-09,0,Fall Sale is here! It's time to transform your house into a spooktacular one for Halloween ,,https://s3.amazonaws.com/YM_Ads/7531346950669901174.png,,Other,Feed,Direct,Facebook,328.87,42468,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,676122445,375,586,Other,2024-08-08,0,Don’t miss your chance to get our acce… See more,,,,Other,Reels,Direct,Facebook,281.94,38898,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Facebook,746749602,430,625,Image,2024-11-30,0,Get eufy Smart Lock at Unbeatable Prices! ✅ 2K HD Camera + Doorbell + Smart Lock 3-in-1 ✅ 0.3s Fingerprint Recognition ✅ Remote Control,https://www.eufy.com/products/e85301y1?utm_source=fb-ig&utm_medium=cpm&utm_content=%7B%7Badset.name%7D%7D_%7B%7Bad.name%7D%7D&utm_campaign=%7B%7Bcampaign.name%7D%7D&utm_term=%7B%7Bcampaign.id%7D%7D_%7B%7Badset.id%7D%7D_%7B%7Bad.id%7D%7D,https://s3.amazonaws.com/YM_Ads/1346619757992641010.png,https://www.facebook.com/9491018837598934,Other,Feed,Direct,Facebook,333.08,42151,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Facebook,708971602,360,823,Image,2024-10-09,0,"Save up to 20% with eufy Fall Prime Day Deals!   Protect your home with eufy Dual Cameras. Dual Cameras, Double Security.",,https://s3.amazonaws.com/YM_Ads/-8234958544165344200.png,,Other,Feed,Direct,Facebook,328.87,42468,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,765380329,375,586,Other,2024-12-26,0,Save Up to 50% Off!,,,,Other,Ads on Reel,Direct,Facebook,3888.9,482489,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,724406926,375,586,Other,2024-10-23,0,Fall Prime Day,,,,Other,Feed,Direct,Facebook,997.24,128776,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,765380329,375,586,Other,2024-12-26,0,Save Up to 50% Off!,,,,Other,Feed,Direct,Facebook,3225.56,400188,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,781273335,375,586,Other,2025-01-27,0,  Want to see every breath of your ba… See more,,,,Other,Feed,Direct,Facebook,7054.16,976171,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,765380329,375,586,Other,2024-12-26,0,Save Up to 50% Off!,,,,Other,Reels,Direct,Facebook,664.82,82483,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,781273335,375,586,Other,2025-01-27,0,  Want to see every breath of your ba… See more,,,,Other,Reels,Direct,Facebook,1438.26,199031,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Facebook,826418608,430,604,Image,2025-03-26,0,Go green with SoloCam E30! ✅Solar-powered ✅360° AI tracking ✅2K clarity—eco-friendly security are simple.,,https://s3.amazonaws.com/YM_Ads/-5105368357188593984.png,https://www.facebook.com/9443894029037774,Other,Feed,Direct,Facebook,1972.89,273014,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,805902808,375,586,Other,2025-02-25,0,GET $70 OFF NOW!,,,,Other,Marketplace,Direct,Facebook,278.82,38584,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Home Security Devices,Facebook,829168051,430,604,Image,2025-03-28,0,"☀️Spring Sale: Good for Living, Great Deals Await!⏰ Up to $480 Off!",,https://s3.amazonaws.com/YM_Ads/-1532266091592395688.png,,Other,Feed,Direct,Facebook,1933.84,267610,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,805902808,375,586,Other,2025-02-25,0,GET $70 OFF NOW!,,,,Other,Feed,Direct,Facebook,557.64,77168,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,895387758,375,586,Other,2025-05-01,0,"  Can't enjoy the game, worrying your baby is crying?  Truly relax and focus on the things you love.",,,,Other,Feed,Direct,Facebook,298.41,44786,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,830641806,430,604,Image,2025-03-30,0,"☀️Spring Sale: Good for Living, Great Deals Await!⏰ Up to $500 Off!",,https://s3.amazonaws.com/YM_Ads/599704901097473256.png,https://www.facebook.com/9473127266087796,Other,Feed,Direct,Facebook,2620.15,362580,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,895387758,375,586,Other,2025-05-01,0,"  Can't enjoy the game, worrying your baby is crying?  Truly relax and focus on the things you love.",,,,Other,Reels,Direct,Facebook,290.75,43635,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Home & Garden Shopping,Facebook,830641806,430,604,Image,2025-03-30,0,"☀️Spring Sale: Good for Living, Great Deals Await!⏰ Up to $500 Off!",,https://s3.amazonaws.com/YM_Ads/599704901097473256.png,https://www.facebook.com/9473127266087796,Other,Reels,Direct,Facebook,1572.09,217548,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,898933584,375,586,Other,2025-05-06,0,  HeatFlow™ boosts milk output by 3… See more,,,,Other,Feed,Direct,Facebook,582.91,87484,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Improvement Products,Home Improvement Products,Home Improvement Products,Home Improvement Products,Home Improvement Products,Facebook,843493512,375,586,Other,2025-04-18,0,Now on sale! Get $200 off eufy Rob… See more,,,,Other,Feed,Direct,Facebook,17673.24,2652412,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Family & Parenting Shopping,Facebook,898933584,375,586,Other,2025-05-06,0,  HeatFlow™ boosts milk output by 3… See more,,,,Other,Reels,Direct,Facebook,289.45,43440,focus
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Improvement Products,Home Improvement Products,Home Improvement Products,Home Improvement Products,Home Improvement Products,Facebook,843493512,375,586,Other,2025-04-18,0,Now on sale! Get $200 off eufy Rob… See more,,,,Other,Reels,Direct,Facebook,835.52,125394,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Computers & Consumer Electronics,Consumer 3D Printers,Consumer 3D Printers,Consumer 3D Printers,Consumer 3D Printers,Consumer 3D Printers,Facebook,923220202,430,520,Carousel,2025-06-22,0,We’ve raised $20M which means Stretch Goal 3 is officially unlocked!  ✅ FREE 100mL White Ink ($42.99) ✅ FREE 380mL Cleaning Cartridge ($42.99) ✅ FREE 100mL Glossy UV Ink ($42.99) Thank you for the incredible support and let’s Make It Real together!  #eufyMake #eufyMakeE1 #MakeItReal #eufymakestudio #kickstarterproject #kickstarterlaunch #kickstartercampaign #uvprinter #uvprinting #uvprint #creativetools #diytools,https://www.kickstarter.com/projects/ankermake/eufymake-e1-the-first-personal-3d-textured-uv-printer?ref=6b50dj&utm_source=fb-ig&utm_medium=cpc&utm_campaign=nl_eufymake_allpdt_m3_fb-ig_e1_V8260_purchase_web_retargeting_external_launch_Age20-65+_AllGender_nlbelu_0529&utm_content=&utm_term=ZZKS1wb7Yj_,https://s3.amazonaws.com/YM_Ads/6137489270583720836.png,https://www.facebook.com/686625790920149,Other,Feed,Direct,Facebook,12468.15,1871226,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Small Domestic Appliances,Vacuum Cleaners & Floorcare,Vacuum Cleaners & Floorcare,Vacuum Cleaners & Floorcare,Facebook,947673178,430,959,Video,2025-06-26,44,"Those following along for awhile know HOW MUCH we love our automatic vacuum & mop from Eufy that we have been using since 2023. Exciting news, Eufy is launching an UPGRADED one ‼️ A deep cleaner that has a self-cleaning mop in real time (so cleans its mop during the process) leaving our floors spotless!! Really helps with cross contamination!! ON TOP of that, the top of the machine detaches acting like an upholster wet/dry vacuum you can easily use on top of furnitures!   It’s like a 2 in 1 deep cleaner ! We are obsessed, we use it multiple times a day and we have it running before we go to bed so that we wake up to a clean start!  The Eufy E28 hydrojet is launching ! Link in Bio for for more details! @eufyclean @eufyofficial  Clean home, eufy clean, parents must have, automatic vacuum and furniture cleaner,fourth trimester, bump journey, pregnancy, newborn baby, postpartum, household essential member  #fourthtrimester #postpartum #postpartumjourney #laboranddelivery #breastfeeding #breastfedbaby #thebump #postpartum #postpartumjourney #pregnancyafterloss #lifeafterloss #dadof3 #eufyE28, #eufyE28vacuum, #eufyHydroJet™, #eufyPDC, #ConquerEveryMess, #eufyDeepCleaning#IsYourHomeSmartEnough+ #parentsmusthave #momtips  ",https://www.eufy.com/ca/products/t2352111?utm_source=fb-ig&utm_medium=cpm&utm_content={{adset.name}}_{{ad.name}}&utm_campaign={{campaign.name}}&utm_term={{campaign.id}}_{{adset.id}}_{{ad.id}},https://s3.amazonaws.com/YM_Ads/-3468256322453059828.png,,Other,Feed,Direct,Facebook,5092.78,764330,other
Anker Technology Co. Limited,Eufy,Eufy,Eufy,Eufy,All Categories,Shopping,Home & Garden Shopping,Home Appliances,Small Domestic Appliances,Vacuum Cleaners & Floorcare,Vacuum Cleaners & Floorcare,Vacuum Cleaners & Floorcare,Facebook,932600552,375,586,Other,2025-06-22,0,Stop spreading dirt as you clean! Experience spotless floors with eufy's HydroJet™—the real-time self-cleaning floor washing system.  ✨ ,,,,Other,Reels,Direct,Facebook,5225.46,784239,other
